 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,3030,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,660.0660066,3030.0,0.0,3030,3030,3030,3030.0,0.0,3030,3030,0,0.0,0.0,0,0,0,0,0,0,64,0,660.0660066,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1154,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5484904,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.375646319,0.729274387,1828301.333,3164967.492,5482891,1006,5484904,1828301.333,3164967.492,5482891,1006,0,0.0,0.0,0,0,0,0,0,0,80,0,0.729274387,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2013.0,0.0,2013,2013,5482891.0,0.0,5482891,5482891,DDoS
80,623181,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,18657.50079,14.44203209,77897.625,216662.3986,614061,46,8773,4386.5,5896.563448,8556,217,623079,124615.8,273633.7167,614061,46,0,0,0,0,72,132,4.814010697,9.628021393,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,47227,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,2117.432824,42.34865649,47227.0,0.0,47227,47227,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.17432824,21.17432824,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,20,0,0,0,0,0,0,1,42,1,58,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,870608,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,13361.92638,10.33760315,108826.0,307481.6228,869804,1,697,348.5,491.4392129,696,1,870560,174112.0,388903.7592,869804,3,0,0,0,0,72,132,3.445867715,6.891735431,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
50713,69246,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,20203.33304,86.64760419,13849.2,18138.06465,44986,998,0,0.0,0.0,0,0,59022,14755.5,20812.89635,44986,998,1,0,0,0,20,112,14.44126737,72.20633683,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1199173,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,9695.848722,6.67126428,171310.4286,451340.2351,1194850,38,3725,1862.5,2349.715834,3524,201,1199135,299783.75,596713.0983,1194850,158,0,0,0,0,72,112,2.501724105,4.169540175,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,389142,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,29878.55333,23.12780425,48642.75,134203.9521,380709,4,8087,4043.5,5640.590794,8032,55,389138,77827.6,169352.0768,380709,16,0,0,0,0,72,132,7.709268082,15.41853616,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,284799,2,6,20,11601,20,0,10.0,14.14213562,5840,0,1933.5,2189.772933,40804.21631,28.08998627,40685.57143,99759.83242,266424,15,18021,18021.0,0.0,18021,18021,284597,56919.4,117371.0177,266424,15,0,0,0,0,52,132,7.022496568,21.0674897,0,5840,1291.222222,1981.198108,3925145.944,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,52,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,301,2,2,90,206,45,45,45.0,0.0,103,103,103.0,0.0,983388.7043,13289.03654,100.3333333,132.6700167,251,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,6644.518272,6644.518272,45,103,68.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,85.25,45.0,103.0,64,0,0,0,0,0,0,2,90,2,206,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,578262,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,20117.17872,12.10523949,96377.0,235682.6924,577462,4,776,388.0,455.3767671,710,66,578220,192740.0,333179.2364,577462,4,0,0,0,0,72,92,5.187959783,6.917279711,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,72461482,6,4,44,11601,20,0,7.333333333,6.653319973,10135,0,2900.25,4871.82583,160.70607,0.138004354,8051275.778,20100000.0,60700000,58,72400000,14500000.0,26300000.0,60700000,58,129366,43122.0,55956.8316,106408,195,0,0,0,0,132,92,0.082802612,0.055201742,0,10135,1059.181818,3041.54424,9250991.364,0,0,0,0,1,0,0,0,0,1165.1,7.333333333,2900.25,132,0,0,0,0,0,0,6,44,4,11601,256,229,4,20,345.0,0.0,345,345,36200000.0,34700000.0,60700000,11600000,DDoS
80,911640,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,12753.93796,7.678469571,151940.0,366804.2225,900631,97,10724,5362.0,7062.58253,10356,368,911525,303841.6667,516861.4789,900631,188,0,0,0,0,72,92,3.290772673,4.387696898,0,10135,1453.375,3544.652026,12600000.0,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,217,2,2,70,166,35,35,35.0,0.0,83,83,83.0,0.0,1087557.604,18433.17972,72.33333333,120.088856,211,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9216.589862,9216.589862,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,64,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,929894,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,12503.57568,9.678522498,116236.75,327115.4553,925802,16,3266,1633.0,2158.089896,3159,107,929861,185972.2,413579.807,925802,16,0,0,0,0,72,132,3.226174166,6.452348332,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,142878,50,61,1331,110185,570,0,26.62,107.0277267,2896,0,1806.311475,816.6455278,780498.0473,776.8865746,1298.890909,4990.23686,23311,1,142878,2915.877551,7308.861969,23826,1,119587,1993.116667,6086.842108,23944,1,0,0,0,0,1284,1960,349.9489075,426.9376671,0,2896,995.6785714,1076.387253,1158609.517,0,0,0,1,0,0,0,0,1,1004.648649,26.62,1806.311475,1284,0,0,0,0,0,0,50,1331,61,110185,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,94767504,11,10,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.221594947,4738375.2,5114007.496,10200000,24092,94800000,9476750.4,2413612.781,10200000,2607488,92200000,10200000.0,43.15089802,10200000,10200000,0,0,0,0,352,320,0.116073544,0.105521403,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,352,0,0,0,0,0,0,11,0,10,0,311,1006,0,32,24150.22222,30.95067761,24207,24123,10200000.0,27.89763033,10200000,10200000,BENIGN
53,217,2,2,72,200,36,36,36.0,0.0,100,100,100.0,0.0,1253456.221,18433.17972,72.33333333,84.88423489,167,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,64,9216.589862,9216.589862,36,100,61.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,77.0,36.0,100.0,64,0,0,0,0,0,0,2,72,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
17032,1516045,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,23.74599699,3.957666164,303209.0,656562.778,1477504,4,0,0.0,0.0,0,0,1486017,371504.25,737340.6952,1477504,4,0,0,0,0,20,100,0.659611027,3.298055137,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51144,10332581,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.484124634,0.580687439,2066516.2,4597180.666,10300000,1,0,0.0,0.0,0,0,10300000,2582437.75,5138507.545,10300000,1,0,0,0,0,20,100,0.09678124,0.483906199,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,42429.0,0.0,42429,42429,10300000.0,0.0,10300000,10300000,BENIGN
14536,3245007,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,431.1238774,1.848994471,649001.4,1441884.436,3228313,990,0,0.0,0.0,0,0,3234326,808581.5,1613154.957,3228313,990,1,0,0,0,20,112,0.308165745,1.540828725,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5170894,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.801704696,0.966950783,1292723.5,2584095.711,5168867,2,5170894,1292723.5,2584095.711,5168867,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.966950783,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2027.0,0.0,2027,2027,5168867.0,0.0,5168867,5168867,DDoS
80,12833766,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.337583528,0.389597255,3208441.5,6414881.822,12800000,1,12800000,3208441.5,6414881.822,12800000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.389597255,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3002.0,0.0,3002,3002,12800000.0,0.0,12800000,12800000,DDoS
80,605427,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,19204.62748,14.86554118,75678.375,208950.9984,592711,52,11730,5865.0,8189.71074,11656,74,605375,121075.0,263699.2374,592711,158,0,0,0,0,72,132,4.955180393,9.910360787,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
58541,28800,6,1,571,6,242,6,95.16666667,102.6653138,6,6,6.0,0.0,20034.72222,243.0555556,4800.0,10354.94859,25835,4,28800,5760.0,11281.33088,25835,4,0,0.0,0.0,0,0,1,0,0,0,120,20,208.3333333,34.72222222,6,242,102.375,108.0977567,11685.125,0,1,0,0,1,0,0,0,0,117.0,95.16666667,6.0,120,0,0,0,0,0,0,6,571,1,6,119,0,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,251,2,2,86,252,43,43,43.0,0.0,126,126,126.0,0.0,1346613.546,15936.25498,83.66666667,143.1828668,249,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,7968.12749,7968.12749,43,126,76.2,45.46097227,2066.7,0,0,0,0,0,0,0,0,1,95.25,43.0,126.0,40,0,0,0,0,0,0,2,86,2,252,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6074893,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.938358585,0.823059764,1518723.25,3037070.504,6074329,3,6074893,1518723.25,3037070.504,6074329,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.823059764,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,564.0,0.0,564,564,6074329.0,0.0,6074329,6074329,DDoS
15081,8840518,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.072159573,0.678693262,1768103.6,3935511.125,8808142,4,0,0.0,0.0,0,0,8831324,2207831.0,4400219.22,8808142,4,0,0,0,0,20,100,0.113115544,0.565577718,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,32376.0,0.0,32376,32376,8808142.0,0.0,8808142,8808142,BENIGN
80,71524902,6,6,44,11601,20,0,7.333333333,6.653319973,5840,0,1933.5,2189.772933,162.8104293,0.167773736,6502263.818,20200000.0,67300000,46,70800000,14200000.0,29800000.0,67300000,278,755764,151152.8,330860.1905,742935,46,0,0,0,0,132,132,0.083886868,0.083886868,0,5840,896.2307692,1731.200362,2997054.692,0,0,0,0,1,0,0,0,1,970.9166667,7.333333333,1933.5,132,0,0,0,0,0,0,6,44,6,11601,256,229,4,20,3449001.0,0.0,3449001,3449001,67300000.0,0.0,67300000,67300000,DDoS
80,931537,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,12481.52247,9.661451987,116442.125,324871.8286,920409,13,10779,5389.5,7296.634875,10549,230,931440,186288.0,410412.2432,920409,13,0,0,0,0,72,132,3.220483996,6.440967992,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,47268,4,2,152,274,38,38,38.0,0.0,137,137,137.0,0.0,9012.439706,126.9357705,9453.6,12937.59102,24530,1,24579,8193.0,14148.27654,24530,1,3,3.0,0.0,3,3,0,0,0,0,104,40,84.623847,42.3119235,38,137,66.28571429,48.30705361,2333.571429,0,0,0,0,0,0,0,0,0,77.33333333,38.0,137.0,104,0,0,0,0,0,0,4,152,2,274,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,9490697,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.160990178,0.526831696,2372674.25,4744387.849,9489256,3,9490697,2372674.25,4744387.849,9489256,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.526831696,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1441.0,0.0,1441,1441,9489256.0,0.0,9489256,9489256,DDoS
443,83636,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,143.4788847,23.91314745,83636.0,0.0,83636,83636,83636,83636.0,0.0,83636,83636,0,0.0,0.0,0,0,0,0,0,0,40,0,23.91314745,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,2,3,1,160,72,72,44,53.33333333,16.16580754,72,72,72.0,0.0,116000000.0,2000000.0,0.666666667,0.577350269,1,0,2,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,60,20,1500000.0,500000.0,44,72,60.8,15.33623161,235.2,0,0,0,0,0,0,0,0,0,76.0,53.33333333,72.0,60,0,0,0,0,0,0,3,160,1,72,-1,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51896,9518806,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,4.4123181,0.73538635,1586467.667,3868366.097,9482712,1,0,0.0,0.0,0,0,9511728,1902345.6,4237567.558,9482712,1,0,0,0,0,20,120,0.105055193,0.630331157,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,36094.0,0.0,36094,36094,9482712.0,0.0,9482712,9482712,BENIGN
80,5339905,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.618077475,0.936346246,1334976.25,2668616.542,5337901,2,5339905,1334976.25,2668616.542,5337901,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.936346246,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2004.0,0.0,2004,2004,5337901.0,0.0,5337901,5337901,DDoS
443,5858215,7,4,645,161,517,0,92.14285714,189.8643626,161,0,40.25,80.5,137.5845714,1.877705069,585821.5,1827917.561,5788076,43,5858215,976369.1667,2368472.447,5810938,49,47003,15667.66667,13215.30939,23334,408,0,0,0,0,232,136,1.194903226,0.682801843,0,517,67.16666667,150.0023232,22500.69697,0,0,0,1,0,0,0,0,0,73.27272727,92.14285714,40.25,232,0,0,0,0,0,0,7,645,4,161,29200,675,3,32,70090.0,0.0,70090,70090,5788076.0,0.0,5788076,5788076,BENIGN
80,1613198,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,7211.142092,4.959093676,230456.8571,609358.5175,1612352,1,610,305.0,404.4650788,591,19,1613197,403299.25,806035.2137,1612352,1,0,0,0,0,72,112,1.859660129,3.099433548,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
50089,1,2,0,617,0,617,0,308.5,436.284884,0,0,0.0,0.0,617000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,617,411.3333333,356.2251161,126896.3333,0,1,0,0,1,0,0,0,0,617.0,308.5,0.0,64,0,0,0,0,0,0,2,617,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,171,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,70175.4386,11695.90643,171.0,0.0,171,171,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5847.953216,5847.953216,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,250,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,996390,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11675.14728,9.032607714,124548.75,351798.3698,995205,3,1119,559.5,608.8189386,990,129,996269,199253.8,444953.2415,995210,3,0,0,0,0,72,132,3.010869238,6.021738476,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
15327,10874579,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,3.862218482,0.64370308,1812429.833,4419664.986,10800000,1,0,0.0,0.0,0,0,10900000,2172144.8,4842141.758,10800000,1,0,0,0,0,20,120,0.091957583,0.551745497,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,40570.0,0.0,40570,40570,10800000.0,0.0,10800000,10800000,BENIGN
80,1181577,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,9845.316894,6.770612495,168796.7143,445485.5099,1179062,32,2067,1033.5,1026.01194,1759,308,1181545,295386.25,589117.87,1179062,176,0,0,0,0,72,112,2.538979686,4.231632809,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
139,96,3,1,4,4,4,0,1.333333333,2.309401077,4,4,4.0,0.0,83333.33333,41666.66667,32.0,25.11971337,47,3,96,48.0,63.63961031,93,3,0,0.0,0.0,0,0,1,0,0,0,96,32,31250.0,10416.66667,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,0,3.0,1.333333333,4.0,96,0,0,0,0,0,0,3,4,1,4,302,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3000912,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,9.996960924,1.666160154,750228.0,1499116.074,2998902,3,3000912,750228.0,1499116.074,2998902,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.666160154,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,98437,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,118177.1082,91.42903583,12304.625,34513.76311,97721,3,598,299.0,352.139177,548,50,98360,19672.0,43631.36966,97721,3,0,0,0,0,72,132,30.47634528,60.95269055,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8734350,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.747771729,0.457961955,2911450.0,5042191.293,8733671,276,8734350,2911450.0,5042191.293,8733671,276,0,0.0,0.0,0,0,0,0,0,0,80,0,0.457961955,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,679.0,0.0,679,679,8733671.0,0.0,8733671,8733671,DDoS
80,1209309,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9614.58155,7.442266617,151163.625,423037.1231,1198092,15,10549,5274.5,6873.78502,10135,414,1209247,241849.4,534574.657,1198092,15,0,0,0,0,72,132,2.480755539,4.961511078,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
123,18924,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5072.923272,105.6859015,18924.0,0.0,18924,18924,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,52.84295075,52.84295075,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,71278101,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,163.6266937,0.182384208,5939841.75,19100000.0,66400000,1,70400000,10100000.0,24900000.0,66400000,1,865400,216350.0,432130.114,864545,3,0,0,0,0,172,112,0.112236436,0.070147772,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4010942.0,0.0,4010942,4010942,66400000.0,0.0,66400000,66400000,DDoS
80,4865229,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.932964101,0.822160683,1621743.0,2808431.184,4864640,239,4865229,1621743.0,2808431.184,4864640,239,0,0.0,0.0,0,0,0,0,0,0,80,0,0.822160683,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9040772,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.318300694,0.553050116,2260193.0,4516395.547,9034785,1,9040772,2260193.0,4516395.547,9034785,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.553050116,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5987.0,0.0,5987,5987,9034785.0,0.0,9034785,9034785,DDoS
53,174,2,2,52,148,26,26,26.0,0.0,74,74,74.0,0.0,1149425.287,22988.50575,58.0,60.62177826,123,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11494.25287,11494.25287,26,74,45.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,56.5,26.0,74.0,40,0,0,0,0,0,0,2,52,2,148,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61344,4,2,176,344,44,44,44.0,0.0,172,172,172.0,0.0,8476.786646,97.80907668,12268.8,17314.82585,36621,3,24719,8239.666667,14266.32515,24713,3,4,4.0,0.0,4,4,0,0,0,0,80,64,65.20605112,32.60302556,44,172,80.57142857,62.45760467,3900.952381,0,0,0,0,0,0,0,0,0,94.0,44.0,172.0,80,0,0,0,0,0,0,4,176,2,344,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
