id,text,relations,diagnosis,solutions,id_1,label_1,start_offset_1,end_offset_1,id_2,label_2,start_offset_2,end_offset_2,id_3,label_3,start_offset_3,end_offset_3
3363,.Python.BIOPASS.A  34be85754a84cc44e5bb752ee3a95e2832e7be1f611dd99e9a1233c812a6dad2  c1222.txt  BIOPASS RAT Python Script (C1222 module)  Trojan,"[{'from_id': 48979, 'id': 534, 'to_id': 10178, 'type': 'duplicate-of'}, {'from_id': 48980, 'id': 535, 'to_id': 10177, 'type': 'duplicate-of'}, {'from_id': 10177, 'id': 536, 'to_id': 10178, 'type': 'indicates'}, {'from_id': 48980, 'id': 537, 'to_id': 10178, 'type': 'indicates'}]",The diagnosis is that a Trojan malware named BIOPASS RAT has been detected in a Python script (C1222 module) with the hash value 34be85754a84cc44e5bb752ee3a95e2832e,1. Use antivirus software to scan and remove the BIOPASS RAT malware from the Python script. 2. Implement a strong password policy to prevent unauthorized access to the system. 3. Implement a network segmentation strategy to isolate critical systems and prevent lateral movement of malware. 4. Use intrusion detection and prevention systems to detect and block any attempts to exploit vulnerabilities in the system. 5. Implement regular software updates and patches to mitigate known vulnerabilities that can be exploited by malware. 6. Use file integrity monitoring tools,10177,hash,19,83,10178,malware,96,107,48979,malware,0,17
573," Ryuk will change the infected file extension to .RYK, and leave a ransom note called RyukReadMe.html.","[{'from_id': 44784, 'id': 22, 'to_id': 44783, 'type': 'indicates'}]",The entity with ID 44784 (FILEPATH) is indicated to be infected with the malware Ryuk (ID 44783) through the relationship with ID 22 (indicates). The malware will change the file extension to .RYK and,1. Implement regular antivirus scans and updates to detect and remove Ryuk malware from infected systems. 2. Use firewalls and intrusion detection/prevention systems to monitor network traffic and block suspicious activity. 3. Conduct regular vulnerability assessments to identify and address potential weaknesses in the system that could be exploited by malware like Ryuk. 4. Implement access controls and authentication protocols to limit access to sensitive data and prevent unauthorized access by malware. 5. Backup important data regularly and store it in a secure location to ensure,44783,malware,1,5,44784,FILEPATH,86,101,,,,
3698,FIN7 utilizes guardrails to restrict execution and abused utilities that allow indirect command execution that can go past security restrictions.,"[{'from_id': 49496, 'id': 809, 'to_id': 49497, 'type': 'uses'}, {'from_id': 49496, 'id': 810, 'to_id': 49495, 'type': 'uses'}]","The diagnosis is that FIN7, a threat actor, is utilizing tools to restrict execution and abuse utilities that allow indirect command execution to go past security restrictions. This is evidenced by the relationship between FIN7 and the tools and attack pattern, as they are",1. Implementing a robust endpoint detection and response (EDR) solution that can detect and block the use of these tools by FIN7. 2. Deploying a network intrusion detection system (NIDS) that can monitor network traffic and alert security teams to any suspicious activity related to FIN7. 3. Conducting regular vulnerability assessments and patching any known vulnerabilities in systems and applications that could be exploited by FIN7. 4. Implementing a security information and event management (SIEM) solution,49495,attack-pattern,79,105,49496,threat-actor,0,4,49497,tools,14,24
13715,"It is associated with the cyberespionage group BlackTech, which mainly targets technology companies and government agencies in East Asia (specifically Taiwan, and in some instances, Japan and Hong Kong) and is responsible for some infamous campaigns such as PLEAD and Shrouded Crossbow.","[{'from_id': 51763, 'id': 1154, 'to_id': 51772, 'type': 'targets'}, {'from_id': 51772, 'id': 1155, 'to_id': 51764, 'type': 'located-at'}, {'from_id': 51772, 'id': 1156, 'to_id': 51765, 'type': 'located-at'}, {'from_id': 51772, 'id': 1157, 'to_id': 51766, 'type': 'located-at'}, {'from_id': 51772, 'id': 1158, 'to_id': 51767, 'type': 'located-at'}, {'from_id': 51763, 'id': 1159, 'to_id': 51768, 'type': 'related-to'}, {'from_id': 51763, 'id': 1160, 'to_id': 51770, 'type': 'related-to'}]","The diagnosis is cyberespionage by the BlackTech threat actor group targeting technology companies and government agencies in East Asia, specifically Taiwan, Japan, and Hong Kong. The group is responsible for infamous campaigns such as PLEAD and Shrouded Crossbow",1. Implementing multi-factor authentication for all employees and contractors accessing sensitive information. 2. Regularly conducting vulnerability assessments and penetration testing to identify and address any potential weaknesses in the organization's security infrastructure. 3. Deploying advanced threat detection and response tools to monitor network traffic and identify any suspicious activity. 4. Creating and enforcing strict access controls and permissions for sensitive data and systems. 5. Providing regular cybersecurity training and awareness programs for all employees to ensure they are aware of the latest threats and best practices,51763,threat-actor,47,56,51764,location,127,137,51765,location,151,157
952,Not all apps that use the Taomike library steal SMS messages.,"[{'from_id': 46459, 'id': 193, 'to_id': 46460, 'type': 'uses'}]","Possible diagnosis: The entity identified as ""identity"" is using an app that has the potential to steal SMS messages, but not all apps that use the Taomike library have this capability. The relationship between the ""identity"" entity and the ""attack","1. Implement a mobile device management (MDM) solution to monitor and control app installations on corporate devices. 2. Conduct regular security assessments of all apps used within the organization to identify potential vulnerabilities. 3. Educate employees on the risks of downloading and using unverified apps, especially those that request access to sensitive information such as SMS messages. 4. Use endpoint detection and response (EDR) solutions to detect and respond to any suspicious activity on corporate devices. 5. Implement two-factor authentication (",46459,identity,26,33,46460,attack-pattern,42,60,,,,
3628,"For example, a spear phishing attack could use email messages about military exercises sent to military or government targets like we saw with our recent research into CMSTAR Trojan attacks.","[{'from_id': 10954, 'id': 794, 'to_id': 10953, 'type': 'uses'}]",Diagnosis: CMSTAR Trojan attack Entity: Military or government targets Relationship: Malware uses spear phishing attack pattern,1. Implementing a strong email security system that can detect and block spear phishing attacks. 2. Regularly conducting cybersecurity awareness training for employees to help them identify and avoid phishing emails. 3. Installing and regularly updating anti-virus and anti-malware software on all devices. 4. Implementing two-factor authentication for all sensitive accounts and systems. 5. Conducting regular vulnerability assessments and penetration testing to identify and address any weaknesses in the network. 6. Encrypting sensitive data to prevent unauthorized access,10953,attack-pattern,15,29,10954,malware,168,174,,,,
3858,"After the execution of accevent.exe, it loads event.dll, which will be placed in the same folder (so it takes loading priority), after which event.dll decrypts and loads the encrypted backdoor ssssss.ddd, which is BKDR_ANEL.","[{'from_id': 49717, 'id': 862, 'to_id': 49718, 'type': 'downloads'}, {'from_id': 49720, 'id': 863, 'to_id': 49721, 'type': 'duplicate-of'}]","The entity (identified by ID 49721) is infected with the malware BKDR_ANEL, which was downloaded by event.dll (identified by ID 49718) from the file path ssssss.ddd (identified by ID 49720",1. Implementing strong anti-malware software that can detect and remove BKDR_ANEL and other similar malware. 2. Blocking the file path ssssss.ddd and preventing any downloads from this location. 3. Conducting regular vulnerability assessments and patching any identified vulnerabilities in the system to prevent malware attacks. 4. Implementing strict access controls and limiting user privileges to prevent unauthorized downloads and installations of malware. 5. Conducting regular security awareness training for employees to educate them on the risks,49719,FILEPATH,141,150,49717,FILEPATH,23,35,49718,FILEPATH,46,55
1278," Three of the backdoors, NFlog, PoisonIvy, and NewCT have previously been publicly associated with DragonOK.","[{'from_id': 44962, 'id': 48, 'to_id': 44965, 'type': 'authored-by'}, {'from_id': 44963, 'id': 47, 'to_id': 44965, 'type': 'authored-by'}, {'from_id': 44964, 'id': 46, 'to_id': 44965, 'type': 'authored-by'}]","DragonOK is the threat actor responsible for the use of the backdoors NFlog, PoisonIvy, and NewCT, which have been associated with malware.",1. Implementing network segmentation to prevent lateral movement of malware  2. Conducting regular vulnerability assessments and patching vulnerable systems  3. Deploying advanced endpoint protection solutions that can detect and prevent the use of backdoors  4. Implementing multi-factor authentication to prevent unauthorized access to sensitive systems  5. Conducting regular security awareness training for employees to prevent social engineering attacks  6. Implementing intrusion detection and prevention systems to detect and block malicious traffic  7. Conducting regular penetration testing to,44962,malware,25,30,44963,malware,32,41,44964,malware,47,52
4277,The dropped payloads are modified versions of the Remote Administration Tool QuasarRAT that can be traced to the domains sastind-cn[.]org and tautiaos[.]com.,"[{'from_id': 50078, 'id': 915, 'to_id': 50079, 'type': 'communicates-with'}, {'from_id': 50078, 'id': 916, 'to_id': 50080, 'type': 'communicates-with'}]",The entity is likely a computer system or network that has been infected with a modified version of the Remote Administration Tool QuasarRAT. The relationship between the entity and the cybersecurity issue is that the entity communicates with the malicious domains sastind-cn[,"1. Install and regularly update antivirus software to detect and remove QuasarRAT and other malware. 2. Implement network segmentation to limit the spread of malware within the network. 3. Conduct regular vulnerability assessments and penetration testing to identify and address any weaknesses in the network. 4. Implement a firewall to block traffic to known malicious domains and IP addresses. 5. Use intrusion detection and prevention systems to detect and prevent unauthorized access to the network. 6. Train employees on cybersecurity best practices, such as avoiding",50080,url,142,156,50078,malware,77,86,50079,url,121,137
1277,"During analysis of this threat, we identified five additional backdoor tools hosted on biosnews[.]info which may be downloaded by the Sysget variants once the attackers have established a foothold.","[{'from_id': 46651, 'id': 206, 'to_id': 46652, 'type': 'hosts'}]","Malware infection on the entity biosnews[.]info via a backdoor tool, with a relationship to the Sysget variants that download the additional tools once a foothold has been established.",1. Install and regularly update anti-virus and anti-malware software to detect and remove any malicious programs. 2. Implement a firewall to prevent unauthorized access to the system and block any suspicious incoming traffic. 3. Conduct regular vulnerability assessments and penetration testing to identify and address any weaknesses in the system. 4. Use strong passwords and two-factor authentication to prevent unauthorized access to sensitive information. 5. Educate employees on cybersecurity best practices and the risks associated with clicking on links or downloading attachments from unknown,46651,url,87,102,46652,malware,134,140,,,,
4564,Follina is a remote code execution (RCE) vulnerability in the Microsoft Windows Support Diagnostic Tool (MSDT).,"[{'from_id': 50387, 'id': 952, 'to_id': 50386, 'type': 'has'}]","Follina vulnerability exists in SOFTWARE entity through a ""has"" relationship.",1. Implement regular vulnerability scans and penetration testing to identify and address any Follina vulnerabilities in the software entity. 2. Implement access controls and authentication mechanisms to prevent unauthorized access to the software entity and mitigate the risk of exploitation of the Follina vulnerability. 3. Implement secure coding practices and conduct regular code reviews to identify and address any Follina vulnerabilities in the software entity. 4. Implement software patches and updates to address any known Follina vulnerabilities in the software entity. 5. Implement,50386,vulnerability,13,54,50387,SOFTWARE,62,110,,,,
13026,"However, for the first time, TAG has observed COLDRIVER campaigns targeting the military of multiple Eastern European countries, as well as a NATO Centre of Excellence.","[{'from_id': 48861, 'id': 482, 'to_id': 48863, 'type': 'located-at'}, {'from_id': 48860, 'id': 484, 'to_id': 48862, 'type': 'targets'}, {'from_id': 48860, 'id': 483, 'to_id': 48861, 'type': 'targets'}]",Diagnosis: The cybersecurity issue is a COLDRIVER campaign targeting the military of multiple Eastern European countries and a NATO Centre of Excellence. The entity being targeted is the military and the NATO Centre of Excellence. The relationship between the entities is that the military,"1. Network Segmentation: The military and the NATO Centre of Excellence should be segmented into different networks to prevent the spread of malware from one network to another.  2. Endpoint Protection: Implement endpoint protection solutions, such as antivirus software, firewalls, and intrusion detection systems, to prevent malware infections and unauthorized access to sensitive information.  3. Employee Training: Conduct regular cybersecurity awareness training sessions for military personnel and NATO Centre of Excellence employees to educate them about the risks associated with phishing emails and other social engineering",48860,campaign,46,56,48861,identity,80,89,48862,identity,142,167
3736,Timeline for VMware Vulnerabilities CVE-2022-22954 in the Wild Direct Downloads Mirai/Gafgyt Dropper Scripts or Variants Webshells Perl Shellbot Base64 Injections SSH Key Targeting CVE-2022-22960 in the Wild Conclusion Indicators of Compromise,"[{'from_id': 49546, 'id': 827, 'to_id': 49547, 'type': 'related-to'}, {'from_id': 49546, 'id': 828, 'to_id': 49545, 'type': 'exploits'}, {'from_id': 49546, 'id': 829, 'to_id': 49548, 'type': 'exploits'}]","The diagnosis is a cybersecurity incident involving the exploitation of two vulnerabilities in VMware (CVE-2022-22954 and CVE-2022-22960) by malware (Mirai/Gafgyt dropper scripts or variants, webshells,",1. Patch Management: Regularly update and patch the software and systems to prevent vulnerabilities from being exploited.  2. Network Segmentation: Isolate critical systems and sensitive data from the rest of the network to prevent lateral movement and limit the impact of a potential attack.  3. Access Control: Implement strong access controls to limit the number of users who have access to sensitive systems and data.  4. Intrusion Detection and Prevention Systems: Deploy IDS/IPS systems to detect and prevent malicious activity on the network,49545,vulnerability,13,50,49546,malware,80,85,49547,malware,86,100
1254," DragonOK has previously targeted Japanese high-tech and manufacturing firms, but we’ve identified a new backdoor malware, named “FormerFirstRAT,” deployed by these attackers.","[{'from_id': 3832, 'id': 198, 'to_id': 3828, 'type': 'authored-by'}, {'from_id': 3828, 'id': 197, 'to_id': 44952, 'type': 'targets'}]","DragonOK is the threat actor that has authored the malware ""FormerFirstRAT"" and is targeting Japanese high-tech and manufacturing firms. The diagnosis is a targeted cyber attack using a backdoor malware.",1. Implement strong network segmentation to prevent lateral movement of the malware within the organization. 2. Deploy advanced threat detection and response solutions to detect and respond to the attack in real-time. 3. Conduct regular vulnerability assessments and patch management to prevent exploitation of known vulnerabilities. 4. Implement multi-factor authentication and access controls to prevent unauthorized access to critical systems and data. 5. Train employees on cybersecurity best practices and awareness to prevent social engineering attacks.,3828,threat-actor,1,9,3832,malware,130,144,44952,identity,34,76
2801,"While the initial attack vector for these attacks is unknown, it is certain that the spread of the ransomware occurs through active exploitation of the ETERNALBLUE vulnerability (CVE-2017-0144) in Microsoft Windows.","[{'from_id': 48018, 'id': 371, 'to_id': 48017, 'type': 'has'}, {'from_id': 8563, 'id': 373, 'to_id': 48017, 'type': 'related-to'}]","Diagnosis: The entity SOFTWARE is affected by the vulnerability CVE-2017-0144 in Microsoft Windows, which is actively exploited to spread ransomware.",1. Install the latest security patches and updates for Microsoft Windows to address the vulnerability CVE-2017-0144. 2. Implement a robust backup and recovery system to ensure that critical data can be restored in case of a ransomware attack. 3. Deploy anti-malware and anti-ransomware software to detect and block malicious software from infecting the system. 4. Implement network segmentation to limit the spread of ransomware in case of an attack. 5. Train employees on how to identify,48017,vulnerability,179,192,48018,SOFTWARE,197,214,8563,vulnerability,152,163
2613," Although the commodity malware RedLine Stealer has been implicated for credential harvesting in some attacks, it’s unclear if this is first- or third-party, and it cannot be used as a definitive indicator of Lapsus$-specific activity.","[{'from_id': 45618, 'id': 109, 'to_id': 45617, 'type': 'delivers'}]",Unclear attribution diagnosis.,1. Implementing advanced threat intelligence tools and techniques to identify and track malicious actors. 2. Conducting thorough investigations to gather as much information as possible about the sources of attacks. 3. Utilizing machine learning algorithms to identify patterns and anomalies in network traffic that may indicate a cyber attack. 4. Implementing multi-factor authentication and access controls to prevent unauthorized access to sensitive data and systems. 5. Developing and implementing incident response plans to quickly and effectively respond to cyber attacks. 6. Regularly conducting,45617,malware,32,47,45618,attack-pattern,72,93,45619,threat-actor,209,216
1283,Figure 7. Relationship between five additional backdoors used by DragonOK and their C2 servers in this campaign.,"[{'from_id': 46655, 'id': 208, 'to_id': 46656, 'type': 'uses'}]",Diagnosis: The cybersecurity issue is the use of backdoors by the threat actor known as DragonOK. The entity involved is the Infrastructure used by DragonOK for their command and control (C2) servers. The relationship between the entities is that Dragon,1. Implementing strict access controls and authentication mechanisms to prevent unauthorized access to the infrastructure used by DragonOK for their command and control (C2) servers. 2. Conducting regular vulnerability assessments and penetration testing to identify and address any potential vulnerabilities in the infrastructure. 3. Deploying intrusion detection and prevention systems (IDPS) to detect and prevent any attempts by DragonOK to use backdoors to gain access to the infrastructure. 4. Implementing network segmentation to isolate critical systems from the rest of,46655,threat-actor,66,74,46656,Infrastucture,85,95,,,,
13651,We first noticed the campaign from a large group of email domains used in phishing attempts.,"[{'from_id': 51738, 'id': 1149, 'to_id': 51739, 'type': 'uses'}]",Phishing campaign using a large group of email domains is indicative of an attack pattern targeting the entity.,"1. Implement a multi-factor authentication system to prevent unauthorized access to sensitive information. 2. Train employees to identify and report suspicious emails, and conduct regular phishing simulations to increase awareness. 3. Use email filtering and anti-spam software to block suspicious emails from reaching employees' inboxes. 4. Conduct regular vulnerability assessments and penetration testing to identify and address potential weaknesses in the organization's cybersecurity defenses. 5. Implement a security information and event management (SIEM) system to monitor network activity and detect potential",51739,attack-pattern,74,82,51738,campaign,21,29,,,,
3336,The main script used to manipulate traffic with WinDivert     Potential links with the Winnti group,"[{'from_id': 48944, 'id': 505, 'to_id': 48943, 'type': 'uses'}]",Possible diagnosis: The Winnti group may be using the WinDivert tool to manipulate network traffic for malicious purposes. The relationship between the threat actor and the tool is that the former uses the latter. This suggests that the Winnti group has,1. Implement network segmentation to limit the spread of any potential malicious traffic. 2. Install and configure network monitoring tools to detect any suspicious network activity. 3. Utilize intrusion detection and prevention systems to block any malicious traffic coming from the WinDivert tool. 4. Conduct regular security assessments and vulnerability scans to identify any potential security gaps in the network. 5. Implement access controls and enforce strong password policies to prevent unauthorized access to the network. 6. Educate employees on cybersecurity best practices to prevent,48944,threat-actor,87,99,48943,tools,48,57,,,,
3465,"Here’s a summary of Blackgear’s latest campaign:  Use a decoy document or fake installer file, sent via spam email to lure a potential victim into clicking it.","[{'from_id': 49260, 'id': 771, 'to_id': 49261, 'type': 'uses'}, {'from_id': 49260, 'id': 772, 'to_id': 49262, 'type': 'uses'}]",Diagnosis: Blackgear is using a spam email campaign to distribute a decoy document or fake installer file. The attack pattern involves luring potential victims into clicking on the file. The entity responsible for the campaign is Blackgear. The relationship between the,Potential Cybersecurity Solutions:  1. Email Filtering: Implementing an email filtering system can help detect and block spam emails from reaching the intended recipients. This can prevent potential victims from being lured into clicking on malicious links or downloading fake installer files.  2. Anti-Malware Software: Installing anti-malware software on all devices can help detect and remove any malicious files that may have been downloaded. This can prevent the installation of malware on the system and protect against any potential data breaches.  3.,49260,campaign,20,47,49262,attack-pattern,104,114,49261,attack-pattern,56,93
13657,The attackers use cloud-based email distribution services like SendGrid to deliver emails with a clickable link that redirects targets to a fake Office 365 page.,"[{'from_id': 51745, 'id': 1151, 'to_id': 51746, 'type': 'uses'}]",Phishing attack using cloud-based email distribution services like SendGrid to deliver emails with a clickable link that redirects targets to a fake Office 365 page. The threat actor uses the SendGrid tool to send the phishing emails.,"1. Implement strong email security measures, such as DKIM, SPF, and DMARC, to prevent spoofing and phishing attacks. 2. Use multi-factor authentication for all cloud-based services, including Office 365, to prevent unauthorized access. 3. Train employees on how to identify and report phishing emails and provide regular cybersecurity awareness training. 4. Use advanced threat intelligence solutions to detect and block phishing emails before they reach employees' inboxes. 5. Monitor suspicious activity on cloud-based email distribution services",51745,threat-actor,4,13,51746,tools,63,71,,,,
1850,"After disabling the security products, the actors behind AvosLocker again tried to transfer other tools, namely Mimikatz and Impacket.","[{'from_id': 46978, 'id': 280, 'to_id': 46979, 'type': 'downloads'}, {'from_id': 46978, 'id': 281, 'to_id': 46980, 'type': 'downloads'}]","Possible diagnosis: The cybersecurity issue involves a malware attack, specifically the AvosLocker ransomware. The actors behind the attack attempted to transfer other tools, namely Mimikatz and Impacket, after disabling security products. The entities involved include the malware,",1. Implement a robust antivirus and anti-malware software that can detect and prevent the AvosLocker ransomware from infecting the system. 2. Conduct regular security audits to identify any security vulnerabilities that could be exploited by cybercriminals. 3. Use intrusion detection and prevention systems to monitor network traffic and detect any suspicious activity. 4. Implement a strong password policy and multi-factor authentication to prevent unauthorized access to the system. 5. Regularly backup critical data to ensure that it can be restored,46979,tools,112,120,46978,malware,57,67,46980,tools,125,133
13552,"Taken together, this led us to believe that Water Pamola places orders with this embedded XSS script across many targeted online shops.","[{'from_id': 51628, 'id': 1118, 'to_id': 42261, 'type': 'uses'}]","Water Pamola is conducting a campaign of placing orders with an embedded XSS script on targeted online shops. This campaign is utilizing an attack pattern, indicating a potential cyber attack.","1. Implement strict input validation and sanitization on online shop websites to prevent XSS attacks. 2. Use web application firewalls (WAFs) to detect and block malicious traffic. 3. Conduct regular vulnerability assessments and penetration testing to identify and address potential security weaknesses. 4. Educate employees and customers on cybersecurity best practices, such as avoiding clicking on suspicious links or downloading unknown files. 5. Monitor network traffic and system logs for unusual activity and immediately investigate any suspicious behavior.",51628,campaign,44,56,42261,attack-pattern,90,93,,,,
1373,"Stage1.exe purports to be ransomware, as it overwrites the target’s master boot record with 512 bytes and upon reboot displays the following ransom note:  Stage2.exe is a beaconing implant that performs an HTTPS connection to download a JPG file hosted on Discord’s content delivery network (CDN).","[{'from_id': 46706, 'id': 213, 'to_id': 46707, 'type': 'beacons-to'}]",The diagnosis is a coordinated ransomware attack. Stage1.exe is the initial ransomware that infects the target's system and overwrites the master boot record. Stage2.exe is a beaconing implant that establishes a connection to an external infrastructure hosted on,1. Regularly back up critical data and store it offline to prevent data loss in case of a ransomware attack. 2. Implement strong access controls and multi-factor authentication to prevent unauthorized access to the system. 3. Use anti-malware software and keep it updated to detect and prevent ransomware attacks. 4. Conduct regular security audits and vulnerability assessments to identify and address any weaknesses in the system. 5. Implement network segmentation to limit the spread of ransomware within the network. 6. Train,46706,FILEPATH,155,165,46707,Infrastucture,256,296,46705,FILEPATH,0,10
5482,"hayat22, supposedly a female student, engaged in an online romance with a target whose handle was love, describing himself as living in South Asia working in garments manufacturing and wholesaling.","[{'from_id': 51475, 'id': 1099, 'to_id': 51476, 'type': 'located-at'}]","Possible diagnosis: Social engineering scam  Explanation: The cybersecurity issue is a potential social engineering scam, where the target (handle ""love"") may be attempting to gain the trust of the entity (hayat22) in order to obtain personal information or money",1. Implement employee training programs that educate employees on how to identify and avoid social engineering scams. 2. Use multi-factor authentication to prevent unauthorized access to sensitive information or accounts. 3. Implement email filtering and spam detection tools to prevent phishing emails from reaching employees. 4. Implement strict access controls to limit access to sensitive information only to authorized personnel. 5. Regularly monitor and analyze network traffic to detect any suspicious activity and prevent data exfiltration.,51475,identity,0,7,51476,location,136,146,51482,identity,98,102
3412,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  bf4f50979b7b29f2b6d192630b8d7b76adb9cb65157a1c70924a47bf519c4edd  test.exe,"[{'from_id': 10293, 'id': 689, 'to_id': 49094, 'type': 'duplicate-of'}, {'from_id': 49095, 'id': 690, 'to_id': 10294, 'type': 'duplicate-of'}, {'from_id': 49095, 'id': 691, 'to_id': 49094, 'type': 'indicates'}, {'from_id': 10294, 'id': 692, 'to_id': 49094, 'type': 'indicates'}]","The entity ""test.exe"" has been infected with the malware Backdoor.Win64.BIOPASS.A, which is identified by the hash value ""bf4f50979b7b29f2b6d192630b8d7",1. Use antivirus software to detect and remove the malware from the infected entity. 2. Implement a firewall to prevent unauthorized access to the entity and block any suspicious activity. 3. Conduct regular vulnerability assessments and penetration testing to identify any weaknesses in the system and address them promptly. 4. Educate employees on safe browsing habits and the importance of not downloading or opening suspicious files or emails. 5. Implement multi-factor authentication to prevent unauthorized access to sensitive data and systems. 6. Use encryption to protect sensitive,10293,malware,0,11,10294,hash,46,110,49094,malware,20,44
5279,"Cyclops Blink, an advanced modular botnet that is reportedly linked to the Sandworm or Voodoo Bear advanced persistent threat (APT) group, has recently been used to target WatchGuard Firebox devices according to an analysis performed by the UK’s National Cyber Security Centre (NCSC).","[{'from_id': 51324, 'id': 1078, 'to_id': 51323, 'type': 'duplicate-of'}, {'from_id': 51322, 'id': 1079, 'to_id': 51323, 'type': 'related-to'}]","Diagnosis: WatchGuard Firebox devices have been targeted by the Cyclops Blink botnet, which is linked to either the Sandworm or Voodoo Bear APT group, according to analysis by the UK's NCSC. The threat actors behind this",1. Update WatchGuard Firebox devices with the latest security patches and firmware to mitigate vulnerabilities exploited by the Cyclops Blink botnet. 2. Implement network segmentation and access control measures to limit the spread of the botnet and prevent lateral movement within the network. 3. Deploy intrusion detection and prevention systems (IDPS) to detect and block malicious traffic associated with the Sandworm or Voodoo Bear APT group. 4. Conduct regular security assessments and penetration testing to identify and remediate any weaknesses in,51322,malware,0,13,51324,threat-actor,87,98,51323,threat-actor,75,83
1543," Sofacy Group has been associated with many attacks against targets around the world, including the International Olympic Committee (IOC) in 2018, the World Anti-Doping Agency in 2016, the Dutch Safety Board in 2015, and German, French, Ukrainian, and Dutch political and military targets throughout 2014 through 2018.","[{'from_id': 46811, 'id': 231, 'to_id': 46812, 'type': 'targets'}, {'from_id': 46811, 'id': 232, 'to_id': 46822, 'type': 'targets'}, {'from_id': 46811, 'id': 233, 'to_id': 46823, 'type': 'targets'}, {'from_id': 46811, 'id': 234, 'to_id': 46824, 'type': 'targets'}, {'from_id': 46824, 'id': 236, 'to_id': 46818, 'type': 'located-at'}, {'from_id': 46824, 'id': 237, 'to_id': 46819, 'type': 'located-at'}, {'from_id': 46824, 'id': 238, 'to_id': 46820, 'type': 'located-at'}, {'from_id': 46824, 'id': 239, 'to_id': 46821, 'type': 'located-at'}]","The diagnosis is that Sofacy Group is a threat actor responsible for multiple cyber attacks against various targets around the world, including political and military entities, as well as organizations involved in sports and anti-doping efforts. The attacks have occurred over several years and","1. Implementing a comprehensive threat intelligence program that continuously monitors for any signs of Sofacy Group activity and provides real-time alerts to security teams.  2. Deploying advanced endpoint detection and response (EDR) solutions that can detect and mitigate any suspicious activity on endpoints, including those that are not connected to the corporate network.  3. Conducting regular security awareness training for employees to educate them on the latest cyber threats and how to identify and report any suspicious activity.  4. Implementing a robust security",46818,location,221,227,46819,location,229,235,46820,location,237,246
13595,The plugin has been designed to drop multiple PHP web shell files on the server.,"[{'from_id': 42379, 'id': 1132, 'to_id': 51684, 'type': 'targets'}]",The infrastructure of the system has been targeted by an attack pattern involving the use of a plugin that drops multiple PHP web shell files on the server.,1. Regularly update and patch the system and plugins to ensure that vulnerabilities are addressed promptly. 2. Implement access controls and permissions to limit the number of users who can install plugins and modify system files. 3. Use antivirus software to scan for and detect malicious files on the server. 4. Implement intrusion detection and prevention systems to identify and block attacks before they can cause damage. 5. Conduct regular security audits and penetration testing to identify vulnerabilities and address them promptly. 6. Educate employees on safe,51684,Infrastucture,73,79,42379,attack-pattern,50,59,,,,
2368,"We have uncovered a cyberespionage campaign being perpetrated by Earth Baku, an advanced persistent threat (APT) group with a known history of carrying out cyberattacks under the alias APT41.","[{'from_id': 47424, 'id': 321, 'to_id': 47423, 'type': 'duplicate-of'}]","Diagnosis: Earth Baku, a known APT group operating under the alias APT41, is carrying out a cyberespionage campaign. The relationship between the entity Earth Baku and the entity APT41 is a duplicate relationship, indicating that",1. Implementing strong network segmentation and access controls to limit the lateral movement of Earth Baku or APT41 within the network. 2. Deploying advanced threat detection and response tools that can identify and mitigate the activities of APT groups like APT41. 3. Conducting regular security assessments and penetration testing to identify and address vulnerabilities that could be exploited by APT groups. 4. Enhancing employee awareness and training on cybersecurity best practices to prevent social engineering attacks that could be used by A,47423,threat-actor,185,190,47424,threat-actor,65,75,,,,
14267,"Based on the analysis of samples that were last seen in the wild in March 2018, the Maikspy variant (detected by Trend Micro as AndroidOS_MaikSpy.HRX) that runs on Android poses as Virtual Girlfriend to lure users into visiting the attackers’ malicious domain.","[{'from_id': 48487, 'id': 429, 'to_id': 48489, 'type': 'related-to'}, {'from_id': 48484, 'id': 430, 'to_id': 48485, 'type': 'related-to'}, {'from_id': 48485, 'id': 431, 'to_id': 48487, 'type': 'related-to'}, {'from_id': 48487, 'id': 432, 'to_id': 48488, 'type': 'targets'}]","The diagnosis is that the Maikspy variant is a malware that targets Android devices and disguises itself as a Virtual Girlfriend app. The malware lures users into visiting the attackers' malicious domain, posing a serious threat to the identity and security of the","1. Educate users about the risks of downloading apps from untrusted sources and encourage them to only download apps from reputable app stores. 2. Implement security measures on Android devices such as firewalls, anti-virus software, and intrusion detection systems. 3. Regularly update Android devices with the latest security patches and software updates. 4. Monitor network traffic for suspicious activity and block traffic to known malicious domains. 5. Use machine learning and artificial intelligence algorithms to detect and prevent malware attacks. 6.",48487,malware,128,149,48488,SOFTWARE,164,172,48486,identity,113,124
